CityId,CityName,Country,Continent,Housing,CostofLiving,Startups,TravelConnectivity,Commute,BusinessFreedom,Safety,Healthcare,Education,EnvironmentalQuality,Economy,Taxation,InternetAccess,LeisureCulture,Tolerance,Outdoors,Population,Photo,Description
64,Cologne, Germany,Europe,6.5265,5.607,5.1065,7.282,5.38175,9.072333333,6.6295,8.04,5.1035,6.48,5.3735,3.9035,5.666,5.3225,6.7115,5.289,1136992,https://upload.wikimedia.org/wikipedia/commons/5/5f/Kranh%C3%A4user_Cologne%2C_April_2018_-01.jpg,"Cologne, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. "
65,Colorado Springs, United States,North America,6.4995,5.375,4.267,1.266,1.73525,8.671,5.3775,5.844,3.6245,8.5265,6.5145,4.346,5.9225,3.812,9.206,7.3565,483956,https://upload.wikimedia.org/wikipedia/commons/4/45/CC_COSPRINGS.jpg,"Colorado Springs, Colorado, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and tolerance. "
66,Columbus, United States,North America,6.2895,5.746,5.8785,1.663,5.02675,8.671,5.2815,6.406,5.0475,8.166,6.5145,3.9205,4.5535,6.466,5.9215,4.545,929492,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Scioto_Mile_aerial_from_north.jpg/1920px-Scioto_Mile_aerial_from_north.jpg,"Columbus, Ohio, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality."
67,Copenhagen, Denmark,Europe,4.227,3.426,6.207,6.3,6.2955,9.94,9.1525,7.985333333,5.301,8.27225,4.8865,5.068,7.2395,7.063,9.0955,4.671,1370131,https://upload.wikimedia.org/wikipedia/commons/3/3b/Christiansborg_fra_Nikolaj_Kirken.jpg,"Copenhagen is a city with a small-town vibe. The city is best explored by bike using one of the world's most developed bike-path system and its countless cafés, bars, and parks are never far away. The high standard of living, easy access to Internet, modern metro system and a thriving business environment attract talent from all over the world."
68,Cork, Ireland,Europe,5.5145,4.902,3.9875,2.3615,5.50425,8.345666667,8.8395,7.426333333,4.879,8.01275,7.5145,6.255,9.144,2.5315,8.6305,0.5,124391,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/River_Lee_at_Cork.jpg/1920px-River_Lee_at_Cork.jpg,"Cork, Ireland, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. "
69,Curitiba, Brazil,South America,9.4295,8.433,2.912,0.89,4.95025,2.781,5.9465,5.897,1.0165,7.75725,2.187,2.8525,3.142,7.1875,7.848,2.6655,3770919,https://upload.wikimedia.org/wikipedia/commons/e/e7/Curitiba_Centro.jpg,"Curitiba, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, environmental quality and leisure & culture. "
70,Dallas, United States,North America,5.259,6.091,7.9395,4.7465,4.4705,8.671,4.339,6.086666667,4.284,6.693,6.5145,4.772,6.461,7.1685,5.294,4.502,1325691,https://upload.wikimedia.org/wikipedia/commons/1/11/View_of_Dallas_from_Reunion_Tower_August_2015_13.jpg,"Dallas, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality. "
71,Dar es Salaam, Tanzania,Africa,7.652,8.026,2.6875,1.4535,2.07575,3.288666667,6.1005,3.238666667,0.71892438,2.08025,5.5,4.497,1.11,1.205,2.7665,4.3535,7404689,https://upload.wikimedia.org/wikipedia/commons/a/ab/Dar_es_Salaam_-_Posta.jpg,"Dar es Salaam, Tanzania, differentiates itself with low living costs. This urban area is consistently ahead in housing. "
72,Delhi, India,Asia,9.752,9.869,9.8285,5.642,3.71225,3.618,6.4185,3.712666667,0.512,2.203,5.5565,3.4145,3.588,5.683,3.116,1.1785,32065760,https://upload.wikimedia.org/wikipedia/commons/4/40/Jama_Masjid_2011.jpg,"Delhi, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and venture capital."
73,Denver, United States,North America,3.8375,5.102,7.8645,4.243,4.53,8.671,5.371,6.220333333,3.6245,7.11675,6.5145,4.346,5.4185,6.2235,7.8605,7.933,738594,https://upload.wikimedia.org/wikipedia/commons/e/e8/Denver_skyline.jpg,"Denver, Colorado, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality."
74,Des Moines, United States,North America,6.851,6.327,2.912,1.379,2.07225,8.671,6.984,6.709,3.6245,8.68225,6.5145,4.346,5.698,6.0665,8.4765,3.2995,212031,https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Des_Moines%2C_Iowa.svg,"Des Moines, Iowa, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety. "
75,Detroit, United States,North America,6.223,6.032,5.4015,3.6405,0.933,8.671,4.4615,5.786333333,5.8185,4.04675,6.5145,3.7785,6.167,7.478,3.678,5.3875,624177,https://upload.wikimedia.org/wikipedia/commons/a/a7/Detroit_Skyline_%28123143197%29.jpeg,"Detroit, Michigan, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and leisure & culture."
76,Doha, Qatar,Asia,2.1315,6.183,2.6875,2.6425,4.61625,7.408333333,9.486,7.433666667,1.4335,3.94175,9.39,10,3.245,4.6205,5.0625,4.437,651799,https://upload.wikimedia.org/wikipedia/commons/4/44/IMG_copy.jpg,"Doha, Qatar, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. "
77,Dresden, Germany,Europe,7.8845,6.028,2.4065,3.536,4.96,9.072333333,8.464,8.393666667,5.1245,8.11075,5.3735,3.9035,5.6035,6.6385,7.369,4.649,585446,https://upload.wikimedia.org/wikipedia/commons/6/6b/Copper_lamp_in_the_inner_court_of_the_Staatliche_Kunstsammlungen_-_1486.jpg,"Dresden, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
78,Dubai, United Arab Emirates,Asia,2.591,5.49,7.309,4.508,4.2285,8.037,9.172,6.392,2.28,6.0355,7.886,10,3.151,4.6705,5.4265,5.7985,2964382,https://upload.wikimedia.org/wikipedia/commons/c/c7/Burj_Khalifa_2021.jpg,"Dubai, United Arab Emirates, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety."
79,Dublin, Ireland,Europe,2.5125,4.005,5.651,4.7615,5.44625,8.345666667,7.1215,6.810333333,5.6065,6.5015,7.5145,6.255,8.3435,7.1345,7.328,5.664,1255963,https://upload.wikimedia.org/wikipedia/commons/4/42/Samuel_Beckett_Bridge_At_Sunset_Dublin_Ireland_%2897037639%29_%28cropped%29.jpeg,"Dublin is a city marked by its long history and rich background. The city center is compact, rich in urban greenery, and can be easily traversed on foot. Due to its great travel connections, tax incentives and relatively close time zone to the US, most of the largest American technology companies have their headquarters in Dublin. There are also over 1,200 startups in the city attracted by the acces to venture capital and high speed Internet. "
80,Dusseldorf, Germany,Europe,6.282,5.134,3.389,6.6695,5.283,9.072333333,8.166,8.003666667,4.3065,7.3755,5.3735,3.9035,5.666,4.664,7.8685,5.3585,619294,https://upload.wikimedia.org/wikipedia/commons/e/e1/D%C3%BCsseldorf_Sep_2019_22_09_48_149000.jpeg,"Dusseldorf, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. "
81,Edinburgh, United Kingdom,Europe,5.845,5.114,4.109,5.185,5.9675,8.992,8.485,8.552333333,6.0925,7.763,5.438,5.9545,5.1755,7.2005,7.922,5.131,548206,https://upload.wikimedia.org/wikipedia/commons/7/79/Evening_view_across_Carlton_Hill_towards_the_Castle_%2813164472813%29.jpg,"Edinburgh is truly steeped in history—even its New Town was built in the 18th century. It also boasts breathtaking views of a hilly scenery and proximity to nature. With a population of 465 thousand people, walkable distances and amazing public transport, you are more likely to stumble upon your friends than in any other capital. Despite its small size, Edinburgh is still the second largest financial center in the UK after London."
82,Edmonton, Canada,North America,6.7295,5.522,4.624,1.902,5.09725,8.966,7.1175,8.269,5.948,8.17575,5.8405,7.2745,4.61,3.974,7.9255,3.385,1518921,https://upload.wikimedia.org/wikipedia/commons/6/68/Edmonton_Montage_2020.jpg,"Edmonton, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
83,Eindhoven, Netherlands,Europe,6.252,5.125,3.5405,4.8075,6.03175,8.836666667,9.107,8.559333333,5.0805,8.805,5.053,4.955,7.659,4.3335,9.3425,4.628,223209,https://upload.wikimedia.org/wikipedia/commons/0/07/Lichttoren_Eindhoven_1_-_Cropped.jpg,"Eindhoven, Netherlands, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality."
84,Eugene, United States,North America,6.713,5.021,3.0865,1.192,5.627,8.671,6.1715,6.566666667,4.1735,8.231,6.5145,3.9205,4.756,2.956,8.9695,3.533,175096,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/HultCenterPerformingArts.jpg/1200px-HultCenterPerformingArts.jpg,"Eugene, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. "
85,Florence, Italy,Europe,6.775,4.649,2.2275,4.306,6.02875,6.189666667,7.9725,8.163666667,4.058,6.009,3.3625,2.4365,4.4415,8.5035,6.7355,1.677,709915,https://upload.wikimedia.org/wikipedia/commons/6/63/Collage_Firenze.jpg,"Florence, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
86,Florianopolis, Brazil,South America,9.0595,8.331,1,0.683,4.78775,2.781,6.525,5.433,1.0165,4.944,2.187,2.8525,3.185,5.33,7.6375,5.751,1277547,https://upload.wikimedia.org/wikipedia/commons/0/09/Morro_da_Cruz%2C_Florian%C3%B3polis_-_SC%2C_Brazil_-_panoramio_%28cropped%29.jpg,"Florianopolis, Brazil, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and tolerance. "
87,Fort Collins, United States,North America,2.7445,2.96190148,4.0435,1.102,2.0075,8.671,6.9355,6.831,4.1735,9.95325,6.5145,4.346,5.302,2.746,9.48,6.1865,168538,https://upload.wikimedia.org/wikipedia/commons/0/09/Downtown_Fort_Collins_Colorado.jpg,"Fort Collins, Colorado, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. "
88,Frankfurt, Germany,Europe,5.957,5.143,3.768,8.529,5.923,9.072333333,6.8375,7.707333333,5.2065,6.4755,5.3735,3.9035,4.079,6.492,7.0345,5.384,791232,https://upload.wikimedia.org/wikipedia/commons/c/c5/Frankfurter_Altstadt_mit_Skyline_2019_%28100MP%29.jpg,"Frankfurt, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare."
89,Fukuoka, Japan,Asia,4.01,3.89902598,1.484,6.1725,4.73,8.389666667,9.945,9.098,5.5275,7.916,3.7235,6.033,4.575,5.8605,7.259,5.6815,5502591,https://upload.wikimedia.org/wikipedia/commons/7/7f/Fukuoka_night_view.jpg,"Fukuoka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality. "
90,Galway, Ireland,Europe,6.2755,4.927,2.538,2.3615,5.68975,8.345666667,8.89,7.07,5.0075,7.51875,7.5145,6.255,7.6375,1.115,8.7005,3.7125,83456,https://upload.wikimedia.org/wikipedia/commons/0/0a/Galwaycitycollage.jpg,"Galway, Ireland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality. "
91,Gdansk, Poland,Europe,8.508,8.127,2.6875,2.8345,5.861,5.704333333,8.0405,6.855666667,4.6615,7.7945,4.7615,5.097,5.036,5.515,4.4785,5.025,470621,https://upload.wikimedia.org/wikipedia/commons/8/81/Calle_Dlugie_Pobrzeze%2C_Gdansk%2C_Polonia%2C_2013-05-20%2C_DD_06.jpg,"Gdansk, Poland, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality. "
92,Geneva, Switzerland,Europe,1.0775,1,4.692,5.8665,6.003,8.888,8.427,7.443,5.186,8.60175,6.552,6.4285,8.3785,5.244,8.6205,6.5535,626618,https://upload.wikimedia.org/wikipedia/commons/a/ab/Geneve_2005_001_Ork.ch.jpg,"Geneva, Switzerland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality."
93,Glasgow, United Kingdom,Europe,6.9285,5.623,3.505,6.1995,5.35225,8.992,7.496,8.813333333,5.3065,7.101,5.438,5.9545,4.253,4.671,6.943,3.741,1688907,https://upload.wikimedia.org/wikipedia/commons/9/9e/Clyde_Arc_at_night.jpg,"Glasgow is an outgoing, friendly and international city with a historic flavor. It offers a high quality of life and a wide range of cultural activities including concerts, fairs, sports events and festivals, making it a highly sociable environment. The unpredictable weather might be a challenge for some, but as the business and cultural center of Scotland, it's an exciting choice. "
94,Gothenburg, Sweden,Europe,6.725,5.046,3.1285,3.6575,5.96875,9.569,7.296,8.101666667,4.7775,8.58975,5.6945,2.7495,6.1925,4.0045,6.3645,4.5685,624780,https://upload.wikimedia.org/wikipedia/commons/0/02/Gothenburg_new_montage_2015-2.png,"Gothenburg, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
95,Grenoble, France,Europe,7.505,4.317,2.743,3.996,5.52575,8.088333333,5.8875,9.063,4.549,6.151,4.2045,2.648,3.758,3.1785,5.0505,4.646,533773,https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png,"Grenoble, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare. "
96,Guadalajara, Mexico,North America,9.527,9.49,4.3445,1.7295,4.3455,5.765,6.472,7.034333333,1.2095,3.34325,3.5005,4.3335,4.0925,7.657,8.1575,3.4765,5339583,https://upload.wikimedia.org/wikipedia/commons/3/38/Panor%C3%A1mica_Guadalajara_desde_edificio_Bansi_hacia_norte_%28cropped%29.jpg,"Guadalajara, Mexico, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, leisure & culture and tolerance. "
97,Guatemala City, Guatemala,North America,8.8125,8.175,2.641,0.8145,0.52375,4.617,6.139,4.763666667,1.58860722,3.75775,3.805,8.505,2.506,5.1645,7.157,4.1335,3036405,https://upload.wikimedia.org/wikipedia/commons/6/66/Catedral_Metropolitana_-_Guatemala_City_-_Air_View.jpg,"Guatemala City, Guatemala, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, taxation and tolerance. "
98,Halifax, Canada,North America,6.895,4.943,3.624,1.57,5.40275,8.966,7.1885,7.885666667,5.42,7.6185,5.8405,7.2745,6.1235,3.942,7.8535,4.023,465703,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Halifax_at_night.jpg/1280px-Halifax_at_night.jpg,"Halifax, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
99,Hamburg, Germany,Europe,5.9445,4.904,5.794,5.685,5.8265,9.072333333,6.459,8.13,4.3065,8.124,5.3735,3.9035,5.5605,6.3525,7.163,5.088,1788170,https://upload.wikimedia.org/wikipedia/commons/6/66/Elbphilharmonie_zum_Sonnenaufgang.jpg,"Hamburg, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and tolerance."
100,Hannover, Germany,Europe,7.754,6,1,5.646,6.54975,9.072333333,7.3525,8.133666667,4.834,9.13125,5.3735,3.9035,5.666,3.5255,7.266,4.2665,537783,https://upload.wikimedia.org/wikipedia/commons/b/bf/Hannover_Blick_Neues_Rathaus_01.jpg,"Hannover, Germany, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety. "
101,Havana, Cuba,North America,9.089,7.608,1.4975,1.919,4.73,1.643333333,8.6335,6.999666667,0.5,3.86225,2.5495,0.5,1.703,2.07,8.7595,5.0225,2145691,https://upload.wikimedia.org/wikipedia/commons/7/7e/Havana_Cathedral%2C_Cuba.jpg,"Havana, Cuba, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance. "
102,Helsinki, Finland,Europe,5.396,4.121,5.683,4.7505,5.77925,9.450666667,8.674,7.953666667,5.4545,9.301,3.921,4.8785,5.1035,7.0545,7.5015,4.798,1327762,https://upload.wikimedia.org/wikipedia/commons/3/36/Helsinki_July_2013-27a.jpg,"Helsinki is a unique mix of influences from the Nordics and the East. The city center is small enough to navigate by foot but offers a thriving underground cultural scene and more than 50 annual city festivals. Finland is a world leader in clean technology and Helsinki is very environmentally conscious with 90% of all bottles and cans recycled. The society prides itself on one of the best primary and secondary education systems in the world, equal opportunity and tolerance, creating a high standard of living and welcoming environment for innovation and tech start-ups. "
103,Ho Chi Minh City, Vietnam,Asia,8.618,8.844,4.93,2.08,5.1835,4.101666667,6.7675,5.540333333,4.1165,1.41975,4.8345,5.045,4.565,5.874,5.9435,1.2575,9077158,https://upload.wikimedia.org/wikipedia/commons/d/d0/Saigon_skyline_night_view.jpg,"Ho Chi Minh City, Vietnam, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety. "
104,Hong Kong, Hong Kong,Asia,1,4.967,8.343,3.679,5.54025,9.294333333,9.3505,4.154,9.711,4.53325,6.4825,8.3805,6.2275,7.0585,7.152,5.796,7643256,https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg,Hong Kong is a world financial center with low taxation rates and free trade. The city is connected by a well-developed but cheap public transportation system and offers extensive international travel connections for its large expat community. Adding its ease of doing business
105,Honolulu, United States,North America,2.3415,2.867,4.1335,1.983,4.16175,8.671,6.8565,6.431,4.2805,6.094,6.5145,4.204,6.158,7.623,7.774,5.9175,345510,https://upload.wikimedia.org/wikipedia/commons/6/64/Downtown_Honolulu_from_P%C5%ABowaina_%28Punchbowl_Crater%29.jpg,"Honolulu, Hawaii, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture. "
106,Houston, United States,North America,5.2245,6.162,7.9345,4.3385,4.03075,8.671,3.129,6.379,4.928,5.3045,6.5145,4.772,6.2485,7.144,5.34,5.386,2345606,https://upload.wikimedia.org/wikipedia/commons/a/a3/Texas_medical_center.jpg,"Houston, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture."
107,Hyderabad, India,Asia,10,10,8.7245,3.841,4.632,3.618,8.1265,3.957333333,0.56629928,2.8405,5.5565,3.4145,5.54,4.271,4.1325,3.2085,10534418,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hyderabad_Montage_2020.jpg,"Hyderabad, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and safety. "
108,Indianapolis, United States,North America,6.266,5.478,5.503,1.6815,4.85875,8.671,3.968,6.151333333,3.6245,6.1605,6.5145,4.062,5.8755,7.299,6.87,3.965,901082,https://upload.wikimedia.org/wikipedia/commons/6/6f/Downtown_Indianapolis.jpg,"Indianapolis, Indiana, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and tolerance. "
109,Innsbruck, Austria,Europe,6.708,4.732,2.1255,5.5695,6.374,7.596,8.273,7.884666667,4.33,7.366,4.663,2.666,5.0595,4.4245,8.4855,3.9635,311428,https://upload.wikimedia.org/wikipedia/commons/1/14/B%C3%BCrgerstra%C3%9Fe_26%2B24_%28BT0A2830%29.jpg,"Innsbruck, Austria, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare. "
110,Istanbul, Turkey,Asia,9.1375,8.787,6.9535,5.8355,4.06575,5.948333333,6.8935,6.84,2.1525,3.40475,4.0935,4.3235,3.5005,10,3.8925,5.7435,15636243,https://upload.wikimedia.org/wikipedia/commons/5/53/Bosphorus_Bridge_%28235499411%29.jpeg,"Istanbul, Turkey, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups."
111,Jacksonville, United States,North America,6.45,5.359,4.3475,1.5675,1.40575,8.671,3.8255,6.199,3.6245,7.12025,6.5145,4.772,6.1575,5.6545,5.6785,5.013,975177,https://upload.wikimedia.org/wikipedia/commons/3/35/JXFL2011N.png,"Jacksonville, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality. "
112,Jakarta, Indonesia,Asia,8.671,8.471,5.6495,2.4885,3.64,4.028666667,7.0005,4.184,1.0275,2.48575,4.6575,6.266,4.499,8.146,2.0665,7.202,11074811,https://upload.wikimedia.org/wikipedia/commons/b/bf/Busway_in_Bundaran_HI.jpg,"Jakarta, Indonesia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture."
113,Johannesburg, South Africa,Africa,8.012,7.575,4.9375,3.203,3.91575,4.732,5.1655,3.648666667,0.7585,4.3255,2.768,5.151,2.8375,4.4015,3.6605,2.956,6065354,https://upload.wikimedia.org/wikipedia/commons/4/46/Johannesburg_CBD.jpg,"Johannesburg, South Africa, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living. "
114,Kansas City, United States,North America,6.7075,5.844,2.794,1.869,1.9725,8.671,4.4225,6.449666667,3.6245,7.9765,6.5145,4.062,8.1885,6.6745,5.0205,4.1615,517750,https://upload.wikimedia.org/wikipedia/commons/8/89/Kansas_City_Montage.jpg,"Kansas City, Missouri, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality."
115,Karlsruhe, Germany,Europe,7.7645,5.294,2.994,4.7985,4.9055,9.072333333,6.858,8.412,5.2075,7.7675,5.3735,3.9035,4.5945,3.9865,8.337,4.5885,313092,https://upload.wikimedia.org/wikipedia/commons/9/9d/Schloss_Karlsruhe_2011.jpg,"Karlsruhe, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
116,Kathmandu, Nepal,Asia,10,9.445,3.211,1.041,5.349,4.740333333,8.5055,4.116,1.43055179,1,4.496,5.513,2.201,5.039,9.129,3.798,1521057,https://upload.wikimedia.org/wikipedia/commons/8/89/Locus3.jpg,"Kathmandu, Nepal, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance. "
117,Kiev, Ukraine,Europe,9.0845,9.817,4.0495,5.4875,5.16075,4.525333333,7.2555,4.851,0.5,3.6665,1.2755,5.478,6.0415,8.4195,6.827,5.349,3010209,https://upload.wikimedia.org/wikipedia/commons/5/51/%D0%9C%D0%B0%D1%80%D1%96%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D0%BB%D0%B0%D1%86_%D0%B2_%D0%9A%D0%B8%D1%94%D0%B2%D1%96_%28cropped%29.jpg,"With a history going back more than 1500 years, Kiev today is an economic and industrial center of Eastern Europe. Known for its river-front location and historical landmarks, Kiev continues to develop, and boasts several international companies serving Ukraine's large domestic market. Its expansive infrastructure offers some of the cheapest metro services in Europe, there are great leisure-time opportunities and the overall cost of living is very reasonable."
118,Kingston, Jamaica,North America,8.8955,5.937,2.648,0.8145,4.92675,6.567666667,5.5275,6.678,3.33279494,3.02025,1.8295,6.0735,4.4835,4.278,2.8435,3.346,594531,https://upload.wikimedia.org/wikipedia/commons/9/99/PortofKingston.jpg,"Kingston, Jamaica, is characterized by reasonably priced housing. When considering your preferences, this city does not have any category with a high rating. "
119,Knoxville, United States,North America,6.9755,6.447,3.5165,1.379,1.943,8.671,5.1295,6.421666667,4.212,3.72325,6.5145,4.772,7.0925,4.4955,5.4025,1.7525,192648,https://upload.wikimedia.org/wikipedia/commons/4/4c/Knoxville_TN_montage.jpg,"Knoxville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and internet access. "
120,Krakow, Poland,Europe,8.4245,8.509,4.534,2.9285,5.629,5.704333333,8.5215,6.854,4.6625,4.802,4.7615,5.097,5.7875,7.84,4.592,4.3085,769595,https://upload.wikimedia.org/wikipedia/commons/a/a3/Krakow_Rynek_Glowny_panorama_2.jpg,"Krakow, Poland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and leisure & culture."
121,Kuala Lumpur, Malaysia,Asia,8.6635,8.238,5.542,3.562,4.37975,7.597333333,5.881,5.950333333,2.527,3.87,6.339,6.1265,5.4615,7.166,1.528,5.7385,8419566,https://upload.wikimedia.org/wikipedia/commons/7/73/Bukit_Bintang_Crossing_in_2022.jpg,"Kuala Lumpur, Malaysia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and leisure & culture."
122,Kyoto, Japan,Asia,3.765,3.73294362,1.3025,6.7945,2.5,8.389666667,10,9.078666667,6.241,6.435,3.7235,6.033,3.712,8.1535,7.663,1.6465,1463723,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kiyomizu.jpg,"Kyoto, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, business freedom and healthcare. "
123,Lagos, Nigeria,Africa,7.767,9.098,6.4335,1.748,3.56475,3.255666667,5.9995,2.862333333,0.5,1.90725,5.061,6.2155,1.634,1.3585,1.406,3.8245,15387639,https://upload.wikimedia.org/wikipedia/commons/5/5e/2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg,"Lagos, Nigeria, differentiates itself with low living costs. This urban area is consistently ahead in housing. "
124,La Paz, Bolivia,South America,4.724,5.76564313,1.4975,1.319,3.83425,3.482,6.7505,4.316,1.25949306,1.73375,4.536,4.549,1.548,1.525,6.293,5.5,1907686,https://upload.wikimedia.org/wikipedia/commons/a/a4/La_Paz_Skyline.jpg,"La Paz, Bolivia, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating. "
125,Las Palmas de Gran Canaria, Spain,Europe,8.232,7.717,1.5835,4.3235,4.73,7.119666667,9.1545,9.214333333,3.759,6.8605,4.296,3.894,6.1955,2.8145,9.7185,5.5375,378517,https://upload.wikimedia.org/wikipedia/commons/b/ba/Collage_Las_Palmas_de_Gran_Canaria.jpg,"Las Palmas de Gran Canaria, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom. "
126,Las Vegas, United States,North America,7.001,5.759,7.515,3.5285,4.8075,8.671,2.385,5.635333333,3.6245,5.5565,6.5145,4.772,5.3035,6.3685,7.275,5.385,653533,https://upload.wikimedia.org/wikipedia/commons/9/98/Las_Vegas_Skyline_at_night_North_%287314937576%29.jpg,"Las Vegas, Nevada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, startups and healthcare. "
127,Lausanne, Switzerland,Europe,4.0755,1,3.822,6.5145,5.85825,8.888,8.0325,7.352,6.622,8.80975,6.552,6.4285,4.146,4.222,8.4535,5.338,139111,https://upload.wikimedia.org/wikipedia/commons/e/e4/Lausanne_Wiki.jpg,"Lausanne, Switzerland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and education. "
128,Leeds, United Kingdom,Europe,6.811,5.363,3.3605,6.595,5.10575,8.992,7.731,8.633666667,4.9825,5.922,5.438,5.9545,7.3295,3.7435,7.214,1.2955,516298,https://upload.wikimedia.org/wikipedia/commons/8/87/Leeds_New_Collage.jpg,"Leeds, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
